,static,sentence
7883,组合阀,"排气阀漏气。,组合阀漏气,组合阀损坏"
7884,螺栓,"漏气,漏气,螺母松动"
7885,冷媒,"空调不,制冷,空调不制冷,确少冷媒"
7886,左门锁,"左门锁锁不住,左门关不住,门锁锁芯卡住"
7887,左门锁,"左门锁锁不住,关不了车门,手拉开关拉线卡死导致"
7888,放水阀,"用户来电报修：机子储气罐放水阀漏气,机子储气罐放水阀漏气,储气罐放水阀损坏导致漏气"
7889,空调继电器,"启动异响,驾驶室继电器异响,继电器线脚松动"
7890,螺栓,"用户反应大臂无动作,大臂无法落下,重新禁锢螺丝"
7891,雨刮总成,"雨刮片不转,雨刮片不动,雨刮电机和传动机构的电机损坏导致雨刮片不动"
7892,左门锁,"左右门锁出厂时锁心钥匙插不进去，更换左右门锁后正常,左右门锁出厂时锁心钥匙插不进去,左右门锁出厂时锁心钥匙插不进去"
7893,冷媒,"空调不凉,空调不凉,空调不凉，加注氟利昂"
7894,空调继电器,"没有空调,继电器烧坏,继电器损坏"
7895,倒车报警器,"倒车喇叭不响,倒车报警器不响,倒车报警器内部损坏，更换倒车报警器后故障排除"
7896,倒车报警器,"1.空调只有最大档位风,2.倒车喇叭不响,倒车报警器没声响。,倒车喇叭故障。"
7897,左门锁,"样机左门锁打不开。,样机左门锁打不开。,左门锁锁芯卡死"
7898,油管接头,"机子漏油,用户反馈该机流量放大阀漏液压油,现场维修和拧紧优先阀管路接头后，故障排除，整机工作正常。"
7899,螺栓,"传动轴掉下,中间传动轴脱落,中间传动轴法兰盘螺母脱落造成"
7900,冷媒,"空调有问题,空调不凉,制冷剂缺少"
7901,GPS,"GPS数据不更新，读取不出来,GPS卫星定位跟踪器故障，无法获取消息更新,GPS故障"
7902,组合阀,"漏气,漏气,组合阀损坏"
7903,螺栓,"工作中漏油,经发现加油管至变速箱螺母松懈，导致漏油,经发现加油管至变速箱螺母松懈，导致漏油"
7904,风扇,"风扇叶断,风扇叶断,风扇叶断"
7905,左门锁,"门锁坏,门锁坏,门锁坏,"
7906,油管接头,"转向油缸油管漏油,转向油缸油管漏油,转向油缸油管螺丝松动"
7907,螺栓,"刹车拖刹,刹车拖刹,检查为气制动阀行程过小导致，调整气制动阀螺栓间隙后故障排除"
7908,冷媒,"刹车拖刹,空调不谅,检查为冷媒多了，导致压力过高，放掉一部分冷媒后，试车空调工作正常"
7909,换档软轴,"机车跳挡,机车脱挡,检查为变速操纵系统拉线间隙过大导致，重新调整拉线间隙后故障排除"
7910,O型圈,"马达漏油。无法启动,经工作人员操作测试发现气管漏气,经工作人员更换新密封圈后整机运转正常"
7911,气制动阀总成,"气制动阀漏气,气不够用,经现场工作人员更换新件后整机运转正常"
7912,工作灯,"大灯进水,大灯进水，更换大灯,大灯进水，更换大灯"
7913,前传动轴及支承总成,"用户反应行走抖动,车行走抖动,更换支撑轴和传动轴，后试车正常。"
7914,油管接头,"漏油,转向器外部接头处渗油,接头松导致渗油"
7915,螺栓,"漏气,气制阀漏气,气制阀堵头螺丝松动漏气"
7916,空调继电器,"空调不制冷,空调不制冷,空调继电器坏了"
7917,空调继电器,"装载机不好起功,装载机不好起动,维修换继电器后一切正常"
7918,左门锁,"动臂无法注润滑脂,司机反应新机接收后车辆施工时门锁出现偶发性开启,门锁内开装置卡滞更换后恢复正常。"
7919,冷媒,"空调不制冷,空调不制冷，停机,空调氟多丁，了"
7920,气管接头,"装载机操作阀漏气,切断阀气管接头漏气,接头漏气"
7921,组合阀,"排气阀漏气,组合阀间断性排气频繁，导致气压不够。,组合阀损坏"
7922,螺栓,"无力,整车无力,紧急制动阀安装螺丝松动。导致切断法无法打开完全致使整机无力"
7923,冷媒,"空调不凉,空调不凉,损坏"
7924,GPS,"定位不好使,定位不好使,定位不好使"
7925,螺栓,"整机行走有异响。,整机行走有异响。,前传动轴螺栓松动。"
7926,螺栓,"无手刹,手刹螺丝断,手刹螺丝断"
7927,空调继电器,"没有空调,车子没有空调,接触不良"
7928,O型圈,"优先阀漏油。,流量放大阀，管接头处漏油,现场更换更换O型圈，后试机正常"
7929,起动机,"用户来电报修：机子无法启动,机子无法启动,现场检查发现起动机内部线圈烧毁导致机子无法启动。"
7930,螺栓,"无行走,无行走,调整罗丝松开"
7931,螺栓,"变速箱旁边漏油,先导油滤芯下方螺栓松动造成严重漏油，用户要求索赔液压油1桶，跟首保一块带来,没上紧"
7932,风扇,"风扇叶破损,风扇叶破损,风扇叶破损"
7933,螺栓,"转斗油缸限位开关损坏,转斗油缸自动复位支架变形,螺丝松动导致变形，整形支架调整行程后恢复正常"
7934,冷媒,"空调皮带异响，空调有时不制冷。,客户反映空调大油门儿超过1500转有异响发出。,弗利氧压力高放弗利氧后正常。"
7935,O型圈,"漏油,漏油,换上新的0型圈工作正常"
7936,O型圈,"漏油,O型圈损坏,0型圈损坏"
7937,螺栓,"变速箱底部有漏油,变速箱底部有滴油现象。,油管松动。"
7938,加力器,"加力器喷油,加力器喷油及服务活动月走访,加力器喷油及服务活动月走访"
7939,按钮阀,"漏气,漏气,按钮阀阀体与卡簧位置损坏"
7940,空调压缩机,"空调不制冷。,空调不制冷。,压缩机工作失效。"
7941,螺栓,"漏油,漏油,把松动的螺丝固定好后工作正常"
7942,螺栓,"漏油,漏油,把松动的蜾螺丝固定好后工作正常"
7943,螺栓,"漏油,用户反映，缸管拉弯漏油,螺丝断裂，导致缸管拉弯"
7944,左门锁,"驾驶室门打不开,用户来电反映该机驾驶室门打不开,门锁内部没有调好"
7945,油管接头,"进油管软管接口处漏液压油,工作泵进油管软管接口处漏液压油,软管接口处松动"
7946,左门锁,"门关不了,关不了门,关门门把手塑料件卡死"
7947,冷媒,"空调不凉,空调不凉,损坏"
7948,按钮阀,"按钮阀拆装,我公司接到样机后检查发现手刹车不好使。,经服务人员检查是刹车按钮阀漏气。"
7949,油管接头,"大灯不亮,柴油进油管漏油,由于车架干涉，不能直接扭下进油管接头。拆松柴油箱固定螺栓，，移动柴油箱，拆下进油管接头，两边装上密封圈，试车正常，故障排除"
7950,气管接头,"仪表报警：（制动低压）。,蓄能器底端漏油,现场紧固，蓄能器底端漏油，后试机正常"
7951,左门锁,"门锁故障,左门锁失灵，转不动,更换新锁后正常"
7952,动臂缸大小腔软管,"动臂下面油管漏油,无反馈动臂油管漏油。,右动臂小腔软管漏油。"
7953,加力器,"加力器漏油,加力器漏油,加力器漏油"
7954,喇叭,"用户来电报修：前侧架线路有问题,前车架线路烧坏，喇叭不响,喇叭内部搭铁，导致线路烧坏，喇叭不响。"
7955,左门锁,"门锁锁芯卡住,门锁锁芯卡住,锁芯卡住"
7956,放水阀,"漏气，车不走,漏气，车不走,储气罐放水阀损坏"
7957,左门锁,"不好开门,门不好开,门锁拉线调整"
7958,推拉软轴,"动臂拉线损坏,操作沉重,卡死"
7959,左门锁,"驾驶室门无法关闭,装载机驾驶室门无法关闭,驾驶室锁扣损坏"
7960,起动机,"无法启动 。,客户反映挖机无法启动。,拆下马达发现内部烧坏严重。"
7961,放水阀,"无法行走,无法行走,放气阀异物卡死"
7962,前桥螺栓,"螺丝断了,前桥固定螺栓,前桥固定螺栓断裂"
7963,左门锁,"驾驶室门关不上，玻璃掉落,驾驶室门关不上,驾驶室门锁卡死"
7964,放水阀,"储气罐漏气,储气罐漏气,手动放水阀漏气"
7965,左门锁,"门锁打不开,门锁打不开,门锁打不开"
7966,左门锁,"门打不开,门锁打不开,拉线固定的位置变形 无法正常拉开门锁"
7967,推拉软轴,"动臂拉线重,动臂拉线重,动臂拉线重"
7968,工作泵,"方向泵漏油,转向泵与变速箱连接处漏油,转向泵与变速箱连接处漏油"
7969,左门锁,"侧门锁坏,用户反映门锁坏了,经服务人员上门检查驾驶室门右边边盖门锁损坏"
7970,推拉软轴,"更换软轴,软轴拉线工作时有卡顿，不灵敏,软轴损坏"
7971,左门锁,"门锁坏了,用户来电报修门锁碰锁损坏,损坏，失效"
7972,推拉软轴,"操纵杆拉不到位,操纵杆拉不到位,动臂拉杆固定调整位置松动导致"
7973,组合阀,"气压不足，刹车不好,气压不足，刹车不好刹,气压不足，刹车不好刹"
7974,推拉软轴,"客户反映：大臂拉线重,大臂拉线重,大臂拉线重"
7975,左门锁,"门锁损坏,门锁锁不住,失灵"
7976,上罩支架,"发动机支架断了,发动机顶盖支架断裂,发动机顶盖支架断裂"
7977,左门锁,"驾驶室右边门打不开,右门打不开,右门门锁损坏打不开"
7978,工作泵,"风扇大泵漏油，检查发现大泵垫子密封不好，打密封胶后正常,风扇大泵漏油,检查发现大泵垫子密封不好，打密封胶后正常"
7979,放水阀,"漏气,储气罐放水阀漏气,放水阀密封不严"
7980,推拉软轴,"用户于2018年8月17日在我公司购买柳工CLG850H装载机一台，整机编号为：CLG850HZLJL605817，用户报修车辆动臂沉，请服务人员及时处理。,用户报修车辆动臂沉,质量原因"
7981,燃油箱,"柴油箱漏油,燃油箱漏油,燃油箱扶梯焊接处开裂"
7982,左门锁,"门锁不好开关,门锁不好开关,调整门锁拉线"
7983,起动机,"无法启动,无法启动,经检查发现是飞轮齿圈和启动马达磨损所导致的。"
7984,油管接头,"发动机漏油,柴油管接头处漏油,拆下空滤螺栓更换组合垫"
7985,推拉软轴,"柴油箱漏柴油/遵义,大小臂操纵杆重。,大小臂软轴调整不当导致大小臂操纵杆重。"
7986,上罩支架,"用户于2018.7.15购买CLG862HZKJL607729装载机，该车机罩坏了，车在松原。,用户反映该车机罩支架损坏、断裂,经服务人员现场检查发现该车机罩支架损坏，断裂"
7987,气管接头,"不上气,不上气,检查发现组合垫损坏导致漏气"
7988,起动机,"打车没反映,打不着车,起动机内部线圈烧损"
7989,推拉软轴,"用户来电报修：小臂动作慢，卡,用户电话报修，该机小臂慢，操纵杆拉完才有反应,发现小臂操纵杆推拉软轴不到位，导致小臂慢，操纵杆拉完才有反应"
7990,左门锁,"驾驶室门锁关不住,驾驶室门锁关不住,螺丝松动"
7991,起动机,"车子启动不了,整机无法启动,起动机损坏"
7992,左门锁,"门锁打不开,门锁打不开,门锁锁芯螺栓松动"
7993,推拉软轴,"转斗油缸线断,转斗油缸拉线断裂,转斗油缸拉线断裂"
7994,放水阀,"储气罐放水阀卡死漏气,气压上不来,气罐放水阀卡死"
7995,放水阀,"手动放水阀漏气,手动放水阀漏气,内部活塞生锈发卡"
7996,推拉软轴,"操作杆重。 威宁,操纵杆重。,大、小臂的推拉软轴卡死导致操作杆重。（配件用户自购）"
7997,左门锁,"液压油箱松动,左门锁卡滞导致开门困难,左门锁卡滞导致开门困难"
7998,左门锁,"门关不上,门关不上,调整门锁拉线"
7999,左门锁,"左门锁关不严，右锁窗器关不严,用户来电反应左门门锁关不严,失效"
8000,下铰接,"下铰接销打不进黄油,下铰接销打不进黄油,下铰接销打不进黄油"
8001,上罩,"样机油漆脱落,样机油漆脱落,样机油漆脱落"
8002,起动机,"客户李世明，购机时间2018-10-02，机型CLG855N机号CLG855NZPJL612761，故障车打不着火，施工地包头，联系电话13947255521，请尽快给予维修。,用户反映车辆无法启动。,启动马达吸力损坏。"
8003,推拉软轴,"大小臂重,大小比重,操作软轴卡滞"
8004,上罩支架,"发动机罩支架断了,发动机罩顶盖支架断裂,发动机顶盖支架断裂"
8005,左门锁,"门锁打不开,门锁打不开,门锁卡滞"
8006,起动机,"启动不了,机子启动不了,经检查发现是起动机损坏所导致的。"
8007,推拉软轴,"收斗不起,工作时收斗不起,推拉软轴调整不到位"
8008,起动机,"不能启动,故障现象为不能起动,经更换起动马达后，整机正常工作"
8009,喇叭,"喇叭不响,喇叭不响,卡死"
8010,左门锁,"左门锁坏,用户反应左门锁坏,经服务人员上门检查左门锁坏属实，造成左门无法关闭，经更换新的门锁试车正常"
8011,起动机,"用户反映车子打不着火。,客户来电反映车子无法起动,起动马达线圈断路"
8012,放水阀,"漏气,机储气筒处漏气,机储气筒处放水阀断裂"
8013,起动机,"客户李宗宝，购机时间2018-12-09，机型CLG860H机号CLG860HZKJL616516，故障起动机损坏，施工地霍林河，联系电话13310378122，请尽快给予维修。,车辆不启动,起动机损坏"
8014,起动机,"不着车起动机无反应,不着车起动机无反应,起动机有发焦气味 烧毁"
8015,左门锁,"门锁损坏,门锁损坏,驾驶室右侧边门门锁锁扣太浅扣不住"
8016,工作灯,"灯不亮,驾驶室前灯不亮,驾驶室前灯不亮"
8017,工作灯,"前工作灯不亮,前工作灯不亮,开关插头掉落"
8018,推拉软轴,"大小臂拉线沉重,大小臂拉线沉重,大小臂拉线沉重"
8019,左门锁,"用户反映车子左门打不开。,用户反映车子左门打不开。,左门锁锁芯螺丝松动"
8020,推拉软轴,"大臂上升慢。,大臂上升慢。,大臂拉线调整不当导致大臂上升慢。"
8021,工作灯,"顶灯坏了,顶灯损坏,驾驶室顶灯损坏"
8022,上罩支架,"发动机上盖子钢管断了，液压油箱漏油/平坝,发动机罩断裂。,发动机罩支架断裂。"
8023,起动机,"不能起动,故障现象为不能起动,经更换起动马达后，整机正常工作"
8024,起动机,"用户反映该机无法启动,用户反映该机无法启动,该机打车时启动马达无反应"
8025,放水阀,"漏气,漏气,放水阀密封不严"
8026,推拉软轴,"操纵杆沉重,操纵软轴发卡导致操作沉重,操纵软轴发卡导致操作沉重"
8027,推拉软轴,"小臂发卡,小臂发卡,小臂发卡"
8028,下铰接,"铰接旷动,整机上下晃动,铰接旷动"
8029,左门锁,"用户来电报修:门锁打不开,驾驶室左门锁卡死，打不开,驾驶室左门锁卡死，打不开"
8030,左门锁,"驾驶室门锁锁不住,驾驶室门关不严,锁扣损坏"
8031,前桥螺栓,"前桥固定螺栓断裂,前桥固定螺栓断裂,前桥螺栓断裂"
8032,推拉软轴,"大臂重,用户来电反映大臂重,软轴发卡，导致大臂重"
8033,左门锁,"主控阀漏油。,门把手损坏,门把手损坏"
8034,起动机,"客户沃鑫煤炭，购机时间2018-11-08，机型CLG855N机号CLG855NZJJL612276，故障马达损怀，施工地乌海，联系电话18847342698，请尽快给予维修。,用户反映车辆启动没反应。,启动马达损坏。"
8035,起动机,"发动机启动马达，G531073,整机无法启动,马达磁力开关不吸合"
8036,燃油箱,"柴油箱漏油,该机柴油箱有裂纹导致漏油,现场检查该机柴油箱裂纹导致漏油。"
8037,左门锁,"左门锁损坏,左门锁损坏,左门锁内部弹簧损坏"
8038,左门锁,"门锁不紧,门锁不紧,调试门锁"
8039,起动机,"无法启动,机子无法启动,经检查发现是启动马达损坏所导致的。"
8040,推拉软轴,"主控阀漏油。,大臂发沉，,大臂发沉"
8041,推拉软轴,"用户反映车子行走不了。,用户反映车子行走不了。,操纵阀与挂档软轴处的连接销脱落"
8042,燃油箱,"用户报修燃油箱漏油严重。,用户报修燃油箱漏油严重,燃油箱漏油"
8043,推拉软轴,"大臂沉,动臂拉线沉,将动臂阀杆的弹簧压力减小"
8044,起动机,"车辆打不着火,起动马达不工作,起动机吸拉线圈烧坏"
8045,起动机,"发动机打火无反应,打火无反应,起动机损坏"
8046,左门锁,"门锁损坏,左门锁损坏，无法使用,左门锁损坏。"
8047,工作灯,"前顶灯不亮，雨刮器臂损坏,驾驶室顶灯不亮,内部烧坏"
8048,左门锁,"门关不上,门关不上,门锁间隙调整"
8049,推拉软轴,"操纵杆沉重,操纵杆沉重,操纵杆沉重"
8050,喇叭,"喇叭不响,该机喇叭不响,喇叭不响"
8051,上罩支架,"该车后机罩开裂，需维修,后机罩开裂,焊接"
8052,放水阀,"机子漏气/兴义,机子漏气。,空气罐放水阀接头处锈蚀导致密封不严漏气。"
8053,工作泵,"工作泵漏油,工作泵漏油,元件损坏"
8054,倒车报警器,"倒车喇叭不响,倒车喇叭不响,倒车喇叭损坏"
8055,液位计,"液压油箱漏油,油尺处漏油,油尺处漏油，密封圈损坏，更换密封圈，大生胶带后，故障排除"
8056,换档软轴,"用户来电报修：大小臂重 、变速箱漏油,用户报修该机大小臂重,该机变速操纵软轴发卡导致该机大小臂重"
8057,燃油箱,"柴油箱漏柴油，液压油箱漏液压油,柴油箱漏油,柴油箱焊缝处开裂漏油"
8058,空调继电器,"继电器损坏,继电器损坏,继电器损坏"
8059,左门锁,"驾驶室门关不住,驾驶室门关不住,门锁把手卡死"
8060,上罩支架,"发动机罩钢管断裂,机罩支架断裂,焊接处理"
8061,左门锁,"驾驶室左门锁损坏关不住,驾驶室左门锁损坏关不住,驾驶室左门锁损坏关不住"
8062,左门锁,"锁扣脱焊,驾驶室门锁锁扣脱焊,驾驶室门锁锁扣脱焊"
8063,推拉软轴,"CLGZL50CTHL592632侧卸无法收回（荔波）,侧卸无法收回。,推拉软轴的固定架和分配阀阀芯不在一条线上导致操作杆过重不回中位侧卸无法收回"
8064,推拉软轴,"用户来电报修：机子大臂卡,机子大臂卡、手柄重,机子大臂卡、手柄重"
8065,起动机,"启动马达,车打不着,起动机损坏"
8066,前桥螺栓,"桥螺丝断裂、前桥错位,桥螺丝断裂,桥螺丝断裂导致前桥错位"
8067,起动机,"用户于2018年9月28日在我公司购买柳工CLG855N装载机一台，整机编号为：CLG855NZHJL609529，用户报修车辆无法启动，请服务人员及时处理。,用户报修车辆无法启动,质量原因"
8068,起动机,"发动机无法启动,发动机无法启动,起动机损坏"
8069,上罩支架,"液压油箱漏油，液压油箱螺丝掉了/红果,发动机上罩支架断。,发动机上罩支架断。"
8070,前桥螺栓,"前桥螺栓断裂,前桥螺栓断裂,前桥螺栓断裂"
8071,左门锁,"门关不上,门关不上,调试门锁拉线"
8072,前桥螺栓,"前桥螺栓断裂,前桥螺栓断裂,前桥螺栓断裂"
8073,起动机,"整机发动不着,整机打不着,起动机损坏"
8074,左门锁,"门锁打不开,门锁打不开,门锁锁芯脱落"
8075,起动机,"打不着火,起动马达不工作,起动机吸拉线圈烧坏"
8076,起动机,"用户来电报修：机子无法启动,机子无法启动,起动机内部线圈短路烧毁并带有浓烈的焦糊味导致机子无法启动"
8077,推拉软轴,"无档,操纵杆松脱,操纵杆松脱"
8078,推拉软轴,"操纵卡死,操纵软轴卡死，导致拉不动,操纵软轴卡死，导致拉不动"
8079,推拉软轴,"大小臂重,操纵软轴发卡导致操纵沉重,操纵软轴发卡导致操纵沉重"
8080,左门锁,"门锁和喇叭坏了,该机左门无法正常关闭,现场检查该机左门锁定位锁移位导致左门无法关闭"
8081,风扇,"风扇损坏,风扇损坏,风扇损坏"
8082,左门锁,"门锁发卡，关闭不严。,门锁发卡，关闭不严。,整机在路面起伏较大的工况下工作，抖动较大导致门锁内部间隙偏大，使门锁发卡。"
8083,放水阀,"排水阀损坏,储气罐漏气,放水阀断裂"
8084,起动机,"用户于2019-1-16购买CLG850HZJJL616696装载机，该车在通化施工，用户反映该车打不着火,用户反映该车打不着火,经服务人员现场检查发现测量蓄电池电压高于24V，检查蓄电池连接线牢固，点火电锁ON和START档，接蓄电池端子电压大于24V,电磁开关小接线柱电压大于20V均正常。由此判断起动机损坏"
8085,左门锁,"门关不上,门关不上,调整间隙偏差"
8086,左门锁,"门锁坏,门锁关不住,门锁损坏"
8087,左门锁,"左门锁损坏,门锁损坏,门锁损坏"
8088,左门锁,"用户于2018年12月27日在我公司购买柳工CLG855N装载机一台，整机编号为：CLG855NZCJL617298，用户报修驾驶室门锁故障。,用户报修车辆驾驶室门锁故障,质量原因"
8089,推拉软轴,"举升慢,动臂举升缓慢,动臂推拉软轴松动"
8090,气管接头,"进气管脱落,用户反映中冷管脱落,卡子损坏,进气接头磨损卡不紧"
8091,推拉软轴,"大小臂工作不协调,大小臂工作不协调,调整大小臂软轴位置"
8092,左门锁,"门锁损坏,门锁损坏,门锁损坏"
8093,冷媒,"空调不制冷,空调不制冷,氟利昂泄漏"
8094,起动机,"用户反映该机启动时马达有异响，无法启动,用户反映该机启动时马达异响，无法启动,检查起动机损坏，检查飞轮齿圈损坏"
8095,螺栓,"龙门架螺丝断裂,龙门架螺丝断裂,龙门架固定位置与车架螺丝孔不匹配"
8096,起动机,"马达空转,故障现象为马达空转,经更换起动马达后，整机运作状况正常"
8097,下铰接,"车子摆动大 铰接销磨损大,车子摆动大 铰接销磨损大,铰接销损坏"
8098,放水阀,"用户于2018年5月15日在我公司购买柳工CLG856H装载机一台，整机编号为：CLG856HZCJL596656，用户报修车辆不排气,用户报修车辆不排气,质量原因"
8099,继电器,"该机发电机不发电，故障灯亮,该机发电机不发电，故障灯亮,该机发电机不发电，故障灯亮"
8100,压缩机皮带,"压缩机异响,压缩机异响,压缩机皮带涨紧度调整"
8101,上罩支架,"用户来电报修:发动机机罩断裂,用户报修该机发动机机罩断裂,该机发动机机罩支架断裂"
8102,冷媒,"空调不凉,空调不凉,空调缺氟"
8103,左门锁,"门锁打不开了,门锁打不开,门锁锁芯损坏"
8104,冷媒,"空调不制冷,空调不制冷,压力开关处进水，冷气管有漏冷媒现象"
8105,燃油箱,"用户来电报修：柴油箱漏油 ,户报修该机柴油箱漏油,该机柴油箱焊缝处有沙眼导致漏油"
8106,上罩支架,"用户来电报修：发动机机罩裂 ,用户报修该机发动机罩支架断裂,该机发动机罩支架断裂"
8107,推拉软轴,"用户于2018年4月29日在我公司购买柳工ZL50CN装载机一条，整机编号为：CLGZL50CLJL597197，用户报修大臂不回位、憋车，请服务人员及时处理。,用户报修车辆大臂不回位、憋车,质量原因"
8108,起动机,"打不着火,无法起动,起动电机损坏"
8109,左门锁,"回访用户反馈设备左边门密封不好，服务人员上门做保养时已知晓，但未处理好，希望服务人员尽快上门处理，施工地：背光村,驾驶室门锁损坏,驾驶室门锁损坏"
8110,继电器,"全车没电,全车没电,GPS继电器插头接触不良"
8111,工作灯,"反映前大灯(右)总成损坏,前大灯(右)总成损坏,前大灯(右)总成损坏，"
8112,起动机,"无法启动,无法启动,达空转，车打不着，更换马达后，工作一切正常"
8113,左门锁,"驾驶室门关不严,驾驶室门关不严,调整锁扣间隙"
8114,空调压缩机,"空调压缩机异响/红果,用户报修空调压缩机异响。,压缩机内部损坏导致皮带盘卡滞发出异响。"
8115,放水阀,"储气罐漏气,储气罐漏气,储气罐排水阀漏气"
8116,燃油箱,"用户反映车子柴油箱漏油。,用户反映车子柴油箱漏油。,燃油箱安装扶梯焊接处开裂"
8117,左门锁,"门打不开,车门打不开,细钢绳送动，锁内拨插变形"
8118,放水阀,"车子无法行驶,无气压，有漏气现象,密封不严"
8119,放水阀,"机子无法行走。金沙,机子无法行走。,空气罐放水阀密封不严导致漏气。"
8120,组合阀,"气压灯报警,气压灯报警,组合阀压力调整"
8121,冷媒,"用户来电报修:空调不制冷 ,用户报修该机空调不制冷,该机空调缺少制冷剂导致不制冷"
8122,冷媒,"空调不制冷,空调不制冷,空调不制冷"
8123,放水阀,"储气罐漏气,漏气,防水阀老化，弹簧生锈不能归位，漏气"
8124,放水阀,"漏气,漏气,放水阀密封不严"
8125,推拉软轴,"用户来电报修：大臂操纵阀阀杆卡,客户报修，该机大臂重，操纵杆卡,拉线行程不合理导致该机大臂重，操纵杆卡"
8126,左门锁,"用户来电报修：门锁打不开,灯不亮,左门打不开,门锁损坏导致左门打不开"
8127,起动机,"客户钟志全于2018.08.26购买机型CLG870H装载机一辆，机号CLG870HZHJL608731，在乌海施工，报修车辆马达损坏，请尽快派人维修,用户反映车辆无法启动,起动机损坏"
8128,左门锁,"门锁损坏,门锁损坏,门锁内部拉线发卡"
8129,下铰接,"销子坏了,销子坏了,下交接及关节轴承损坏"
8130,燃油箱,"客户反映车子柴油箱漏油,客户反映车子柴油箱漏油。,燃油箱扶梯安装处有裂缝"
8131,冷媒,"用户来电报修:空调不制冷 ,用户报修该机空调不制冷,空调缺少制冷剂导致制冷效果差"
8132,起动机,"发动机坏了,起动机无反应,起动机损坏"
8133,左门锁,"驾驶室门锁断裂,驾驶室门无法关上,因驾驶室左门锁扣断裂"
8134,左门锁,"门锁打不开,门锁打不开,门锁拉线调整固定螺丝松动"
8135,起动机,"客户内蒙古华生萤石矿业有限公司于2018.10.31购买机型ZL50CN装载机一台，机号CLGZL50CAJL597585，在四子王旗施工，报修车辆马达无法启动，请尽快派人维修,用户反映打不着车,起动机损坏"
8136,起动机,"客户李嘉平，购机时间2018-11-22，机型CLG855N机号CLG855NZTJL613679，故障不着车，施工地乌海，联系电话15661443334，请尽快给予维修。,用户反映打不着车,起动机损坏"
8137,左门锁,"1喇叭不响，2驾驶员左门打不开,左门无法打开,门锁内部结构螺栓松动。"
8138,前桥螺栓,"前桥固定螺丝断裂,前桥固定螺栓断裂,前桥固定螺栓断裂"
8139,推拉软轴,"用户来电报修：机子小臂重 ,机子小臂重,机子小臂重"
8140,起动机,"起动机盘车有异响,用户报修起动机盘车有异响,起动机损坏"
8141,推拉软轴,"动臂起的慢,动臂起的慢,动臂推拉软轴拉不到位"
8142,燃油箱,"柴油箱漏油,柴油箱漏油,柴油箱有沙眼"
8143,起动机,"启动马达,该机起动机损坏,该机起动机损坏"
8144,放水阀,"刹车不好,用户来电报修无刹车,松动"
8145,左门锁,"门锁坏了/兴义,门锁坏。,驾驶室左边门锁内部拉杆调试不当导致门自动打开。"
8146,冷媒,"空调不制冷,空调不制冷,空调不制冷"
8147,左门锁,"左门锁损坏，后小门锁损坏,左门锁损坏,左门锁损坏"
8148,左门锁,"左门锁损坏，后小门锁损坏,后小门锁损坏无法打开,后小门锁损坏。"
8149,起动机,"马达不会转,无法启动,无法启动"
8150,起动机,"无法启动,机子无法启动,经检查发现是起动机损坏所导致的。"
8151,起动机,"用户报修车辆无法启动,用户报修车辆无法启动,起动机磁力开关损坏"
8152,起动机,"用户于2018年12月17日在我公司购买柳工CLG855N装载机一台，整机编号为：CLG855NZCJL617298，用户报修车辆起动困难，请服务人员及时处理。,用户报修车辆启动困难,质量原因"
8153,推拉软轴,"大臂拉线拉不动/金沙,大小臂拉线重。,大小臂拉线调整不当导致大小臂拉线重。"
8154,推拉软轴,"CLG850HZCJL618233操纵杆卡死（遵义）,操纵杆卡死。,大臂操纵杆卡死导致大臂重。"
8155,推拉软轴,"大臂拉线发卡,大臂拉线发卡,大臂拉线发卡，调整拉线位置后试车正常！"
8156,左门锁,"左门打不开,驾驶室左门打不开,驾驶室左门打不开"
8157,冷媒,"空调不制冷,该机空调不制冷,现场检查发现由于空调线路（电子温控器）接触不良导致空调压缩机不工作，造成空调不制冷"
8158,左门锁,"右门锁不好使,右门锁不好用,右门锁用钥匙打不开"
8159,左门锁,"喇叭不响,左侧门固定门锁无法打开,拆开门锁发现拉线脱落导致门锁无法正常开启"
8160,压缩机皮带,"空调皮带孙断裂丢失,空调皮带断裂丢失,空调皮带断裂丢失"
8161,左门锁,"门锁打不开,门锁打不开,门锁内部铁片变形"
8162,推拉软轴,"拉线沉,拉线沉,转斗操纵拉杆卡顿"
8163,组合阀,"机子漏气,机子漏气,制动阀三通接头密封不严导致漏气"
8164,起动机,"机子无法启动,机子无法启动,检测启动马达发现马达无反应判断为起动机内部线圈短路"
8165,推拉软轴,"动臂拉线沉,动臂拉线沉,动臂拉线沉"
8166,冷媒,"空调不凉,空调不凉,冷媒少"
8167,冷媒,"空调不制冷,空调不制冷,空调没有冷媒"
8168,左门锁,"样机门锁打不开,门锁打不开,门锁钥匙插不到位 无法开门"
8169,起动机,"打不着火,打不着火,起动马达空转判断吸贴开关损坏"
8170,上罩支架,"上罩支架断裂,上支架断裂,后机罩断裂"
8171,左门锁,"左门锁发卡,左门锁发卡.拆下门锁处理内部重新安装后使用正常,左门锁发卡.拆下门锁处理内部重新安装后使用正常"
8172,左门锁,"门锁打不开,门锁打不开,门锁卡住打不开"
8173,上罩支架,"发动机后机罩网开焊脱落,发动机后机罩网开焊脱落,后机罩网开焊脱落"
8174,推拉软轴,"不好挂挡,前进档和后退档不好挂,操纵软轴发卡导致前进档和后退档不好挂"
8175,冷媒,"空调不制冷,空调不制冷,出厂时无氟利昂"
